Record_ID,Supply_Date,Zone,Distribution_Station,Water_Source,Supply_Volume_Liters,Consumption_Liters,Water_Loss_Liters,Pressure_PSI,Pipeline_ID,Leakage_Events,Water_Quality,PH_Value,Turbidity_NTU,Consumer_Count,Maintenance_Cost,System_Status
4845,2026-01-06,West,DS20,Reservoir,46140.25,33236.73,12903.52,25.2,P474,0,Moderate,6.68,3.87,2766,40544.66,Normal
4846,2026-06-10,North,DS7,River,21168.85,20443.96,724.89,50.1,P380,4,Poor,6.54,1.08,4011,46704.94,Critical
4847,2026-06-16,East,DS1,Reservoir,132558.57,100268.02,32290.55,78.1,P991,1,Good,8.48,3.76,941,94580.5,Normal
4848,2026-04-23,East,DS13,River,193253.34,154476.62,38776.72,26.8,P724,4,Poor,8.23,4.88,3267,17409.2,Maintenance
4849,2026-06-28,North,DS5,TreatmentPlant,58114.53,39673.02,18441.51,67.1,P763,4,Excellent,6.86,5.7,1018,98335.63,Normal
4850,2026-03-28,South,DS28,TreatmentPlant,172700.31,153008.76,19691.55,71.0,P771,3,Good,7.65,4.54,1563,52447.86,Normal
4851,2026-03-23,North,DS21,TreatmentPlant,102668.58,78612.07,24056.51,74.3,P426,1,Poor,7.85,1.46,3783,30630.19,Normal
4852,2026-04-13,East,DS28,River,133723.72,93317.11,40406.61,41.6,P499,2,Excellent,7.95,6.54,1559,26030.11,Normal
4853,2026-02-24,North,DS26,Groundwater,61769.39,45766.06,16003.33,65.4,P673,5,Poor,6.78,2.74,3249,45943.94,Normal
4854,2026-06-08,West,DS5,Reservoir,166839.47,141596.01,25243.46,44.0,P648,1,Moderate,7.92,1.29,1698,31814.45,Normal
4855,2026-04-08,North,DS17,Reservoir,76090.42,50237.19,25853.23,29.4,P967,0,Good,7.49,4.21,3972,76791.58,Leakage
4856,2026-05-01,North,DS22,TreatmentPlant,99863.57,70899.39,28964.18,79.9,P877,5,Moderate,7.76,4.44,1348,17846.4,Maintenance
4857,2026-04-08,North,DS12,TreatmentPlant,49077.65,35566.81,13510.84,70.9,P247,1,Moderate,6.78,1.63,4473,42196.3,Normal
4858,2026-04-29,Central,DS17,River,103595.36,83193.44,20401.92,64.3,P958,0,Poor,7.65,3.73,4535,83214.07,Normal
4859,2026-02-23,North,DS9,Reservoir,43173.25,40318.89,2854.36,70.1,P160,2,Excellent,6.54,4.75,2451,26474.16,Normal
4860,2026-05-13,South,DS17,TreatmentPlant,95842.13,68232.53,27609.6,52.6,P671,2,Excellent,7.79,4.12,1894,3431.4,Normal
4861,2026-02-13,North,DS20,River,153513.96,132348.0,21165.96,54.2,P132,1,Good,8.32,2.77,2152,99135.79,Critical
4862,2026-04-21,South,DS9,Groundwater,183891.82,132310.14,51581.68,55.8,P624,4,Good,7.69,5.02,2024,2669.79,Normal
4863,2026-05-24,North,DS2,Reservoir,177596.53,157248.91,20347.62,67.4,P797,3,Excellent,8.2,9.17,3440,4712.08,Normal
4864,2026-03-18,West,DS5,River,110229.26,74784.92,35444.34,43.5,P530,4,Poor,6.56,2.2,4972,52411.26,Normal
4865,2026-05-12,East,DS15,Reservoir,112134.88,108549.39,3585.49,60.5,P816,0,Excellent,7.62,2.64,3092,54206.87,Normal
4866,2026-06-27,East,DS9,Groundwater,43401.66,34368.15,9033.51,75.7,P157,4,Excellent,6.56,8.39,2706,47252.98,Normal
4867,2026-06-02,North,DS4,Reservoir,69768.34,56118.72,13649.62,56.0,P758,2,Good,7.05,3.15,744,57700.7,Normal
4868,2026-05-17,East,DS5,TreatmentPlant,84104.47,79043.91,5060.56,59.7,P849,1,Moderate,7.57,3.42,998,85182.8,Normal
4869,2026-03-28,West,DS29,TreatmentPlant,53366.64,39040.23,14326.41,21.4,P588,3,Poor,7.99,8.93,2950,53986.42,Maintenance
4870,2026-04-25,Central,DS20,River,95532.57,75514.19,20018.38,62.2,P872,4,Good,6.99,1.94,2543,7738.75,Leakage
4871,2026-05-16,West,DS23,Reservoir,66674.36,64461.83,2212.53,48.7,P942,4,Moderate,7.12,2.27,976,14736.12,Normal
4872,2026-05-06,East,DS12,Reservoir,194213.29,164917.02,29296.27,23.4,P133,2,Poor,7.18,1.88,4433,91282.17,Critical
4873,2026-01-13,Central,DS4,Reservoir,190944.44,169277.64,21666.8,59.7,P137,2,Poor,7.85,9.67,3260,88191.44,Normal
4874,2026-01-12,East,DS21,Groundwater,61206.88,50226.33,10980.55,20.9,P611,2,Good,8.07,7.82,2717,1157.73,Normal
4875,2026-02-08,West,DS26,Groundwater,67303.99,57609.43,9694.56,67.4,P225,0,Good,8.16,4.83,3534,13345.48,Normal
4876,2026-04-21,East,DS23,TreatmentPlant,184725.96,156090.93,28635.03,40.8,P737,5,Good,8.36,8.97,4778,64584.8,Normal
4877,2026-01-05,East,DS18,Reservoir,185359.04,167800.84,17558.2,60.9,P538,5,Moderate,6.69,9.74,2863,97269.7,Normal
4878,2026-01-03,North,DS12,Groundwater,23270.77,17509.07,5761.7,28.6,P909,5,Poor,7.78,4.22,668,66328.63,Maintenance
4879,2026-01-09,North,DS13,Reservoir,182315.01,177686.32,4628.69,69.4,P581,3,Moderate,6.58,1.73,2847,50513.59,Normal
4880,2026-03-21,East,DS2,TreatmentPlant,45976.5,31317.93,14658.57,59.3,P442,1,Moderate,6.59,8.42,4831,32104.13,Normal
4881,2026-04-09,South,DS23,Reservoir,130836.56,113509.91,17326.65,33.2,P364,3,Good,6.72,1.47,4840,20785.17,Normal
4882,2026-04-28,West,DS19,River,190343.06,170551.74,19791.32,73.2,P983,5,Excellent,8.45,0.43,4908,39247.04,Maintenance
4883,2026-03-13,West,DS20,River,136912.97,110946.3,25966.67,78.2,P195,1,Good,6.58,0.56,1356,69465.13,Leakage
4884,2026-01-08,South,DS5,TreatmentPlant,106266.02,71473.62,34792.4,79.3,P294,5,Good,7.27,7.64,993,73641.06,Normal
4885,2026-06-28,East,DS15,Groundwater,108160.44,104414.77,3745.67,70.3,P811,3,Good,7.6,5.82,2046,98685.79,Normal
4886,2026-06-18,Central,DS30,TreatmentPlant,111444.09,84179.92,27264.17,52.5,P712,3,Moderate,7.33,2.79,4553,61357.92,Normal
4887,2026-03-16,North,DS26,Reservoir,168835.41,130775.96,38059.45,66.3,P188,3,Good,7.52,9.65,1460,38357.68,Normal
4888,2026-04-17,North,DS9,Groundwater,195682.25,184889.25,10793.0,64.8,P368,1,Poor,8.07,8.71,1552,31624.84,Normal
4889,2026-05-25,Central,DS3,River,57654.23,41121.57,16532.66,35.9,P875,3,Poor,7.25,8.52,3306,37250.04,Normal
4890,2026-05-02,East,DS1,River,143428.95,116825.35,26603.6,78.8,P240,5,Moderate,7.15,5.8,1870,37448.88,Leakage
4891,2026-05-01,South,DS26,River,131024.48,100622.2,30402.28,79.3,P176,3,Moderate,7.67,1.73,2503,67757.65,Normal
4892,2026-06-11,West,DS2,Reservoir,177618.57,121967.64,55650.93,43.2,P666,4,Excellent,8.08,2.68,3780,94624.65,Maintenance
4893,2026-05-26,North,DS18,TreatmentPlant,114757.62,100429.95,14327.67,35.7,P493,1,Moderate,7.13,7.67,1700,32032.21,Normal
4894,2026-05-16,North,DS3,TreatmentPlant,80147.86,76891.51,3256.35,34.2,P114,3,Good,7.91,9.28,1836,35239.99,Normal
4895,2026-02-01,West,DS15,River,157348.14,113810.18,43537.96,73.8,P689,2,Poor,8.18,0.45,831,30404.3,Maintenance
4896,2026-06-09,North,DS10,Groundwater,153915.37,130628.12,23287.25,51.2,P770,2,Excellent,7.82,8.33,2609,72166.99,Normal
4897,2026-02-08,East,DS4,Reservoir,37974.47,26602.79,11371.68,56.4,P721,0,Excellent,6.61,0.62,3294,74210.0,Critical
4898,2026-03-01,Central,DS3,Reservoir,189892.75,150211.35,39681.4,71.6,P613,0,Good,7.12,1.16,1454,1468.51,Normal
4899,2026-06-24,North,DS6,TreatmentPlant,123557.5,88948.29,34609.21,45.1,P949,0,Excellent,7.71,8.07,2418,14422.25,Normal
4900,2026-05-26,East,DS17,Reservoir,34543.4,30816.82,3726.58,37.8,P443,4,Excellent,7.53,6.85,1349,85003.37,Normal
4901,2026-01-06,West,DS30,River,149444.5,109884.27,39560.23,27.4,P432,2,Poor,7.83,4.4,3303,96244.5,Normal
4902,2026-04-24,Central,DS23,River,42304.0,34582.99,7721.01,39.8,P866,3,Moderate,6.87,4.96,1006,62672.15,Normal
4903,2026-01-09,South,DS27,Reservoir,73587.17,71088.85,2498.32,52.0,P986,0,Good,7.51,1.03,3050,24712.42,Critical
4904,2026-05-09,East,DS2,Reservoir,79241.48,54101.09,25140.39,71.9,P772,5,Poor,6.82,7.14,3632,25034.82,Leakage
4905,2026-03-10,North,DS22,Reservoir,120123.58,112405.87,7717.71,74.8,P976,3,Poor,8.28,0.13,1274,82705.71,Normal
4906,2026-03-17,Central,DS30,Reservoir,90966.63,88544.85,2421.78,44.2,P363,2,Moderate,8.12,0.55,4211,31969.59,Normal
4907,2026-06-09,North,DS27,River,36686.56,25013.51,11673.05,20.7,P894,5,Excellent,7.82,4.12,890,32462.07,Normal
4908,2026-04-16,South,DS30,River,67045.34,56540.96,10504.38,57.7,P607,5,Good,7.54,4.34,2837,91392.0,Normal
4909,2026-06-18,Central,DS5,River,156528.3,113703.2,42825.1,49.5,P356,2,Poor,7.71,0.27,787,73090.6,Normal
4910,2026-06-23,West,DS4,TreatmentPlant,171036.61,135184.85,35851.76,68.5,P116,5,Poor,6.68,0.87,2041,87616.86,Normal
4911,2026-01-28,South,DS2,Reservoir,170685.86,118353.48,52332.38,22.7,P205,4,Excellent,6.87,7.97,4051,92077.81,Maintenance
4912,2026-04-26,North,DS25,Groundwater,48589.56,42482.83,6106.73,42.7,P638,5,Moderate,6.83,6.37,1145,25205.08,Normal
4913,2026-06-22,East,DS1,Reservoir,12992.66,8464.72,4527.94,78.8,P696,2,Moderate,6.96,1.55,4938,39712.48,Normal
4914,2026-03-01,Central,DS21,TreatmentPlant,122783.5,104472.77,18310.73,37.0,P532,0,Excellent,7.72,7.89,2187,36597.51,Normal
4915,2026-01-25,East,DS17,Reservoir,146027.21,142996.64,3030.57,58.9,P255,4,Moderate,8.11,1.89,1526,44839.26,Maintenance
4916,2026-05-30,West,DS27,Groundwater,54806.02,53541.04,1264.98,75.8,P303,2,Good,6.8,2.61,3451,23655.5,Normal
4917,2026-01-18,East,DS27,River,12781.73,11225.38,1556.35,47.9,P332,1,Good,7.31,4.38,2483,81830.31,Critical
4918,2026-01-29,North,DS23,Reservoir,87457.9,62243.07,25214.83,60.2,P943,2,Moderate,6.51,8.78,677,35703.5,Normal
4919,2026-03-15,North,DS19,Reservoir,144726.71,116109.38,28617.33,60.4,P740,0,Moderate,7.99,4.73,4281,93187.12,Leakage
4920,2026-04-13,North,DS16,River,100730.71,70354.05,30376.66,75.0,P119,0,Moderate,6.6,2.34,2511,67413.44,Maintenance
4921,2026-01-05,East,DS14,Groundwater,63457.65,59379.31,4078.34,29.2,P684,4,Excellent,8.04,7.21,4580,90267.08,Normal
4922,2026-04-21,South,DS24,River,10373.54,8655.77,1717.77,55.4,P835,0,Moderate,7.14,8.89,1377,54825.19,Normal
4923,2026-02-20,East,DS12,Groundwater,32581.65,30956.97,1624.68,65.7,P715,3,Excellent,6.71,6.52,1453,12117.28,Maintenance
4924,2026-04-14,North,DS19,Groundwater,95033.85,79680.99,15352.86,76.2,P965,4,Excellent,7.22,5.64,619,8918.51,Normal
4925,2026-04-05,North,DS19,TreatmentPlant,100076.45,95768.38,4308.07,77.7,P848,1,Poor,6.99,0.33,991,40978.96,Normal
4926,2026-03-18,West,DS29,River,57131.09,48659.22,8471.87,46.8,P550,2,Moderate,6.79,4.33,1156,89167.73,Normal
4927,2026-01-16,Central,DS26,River,108418.27,72685.99,35732.28,33.8,P108,3,Excellent,8.09,0.78,2885,24949.93,Normal
4928,2026-04-29,North,DS19,Groundwater,155555.86,138837.1,16718.76,73.4,P973,3,Excellent,6.74,2.7,904,58558.9,Leakage
4929,2026-01-26,South,DS3,Reservoir,128640.71,113319.87,15320.84,79.6,P861,3,Moderate,8.38,6.94,1062,13405.02,Critical
4930,2026-06-18,North,DS11,Reservoir,159962.26,144476.37,15485.89,74.3,P486,0,Excellent,7.98,8.43,2859,97635.01,Critical
4931,2026-06-28,East,DS3,Reservoir,85328.22,56042.88,29285.34,63.7,P877,0,Moderate,8.06,2.57,3707,83534.19,Normal
4932,2026-02-04,South,DS18,Groundwater,129141.75,100684.52,28457.23,73.7,P130,5,Excellent,6.65,8.65,4206,66370.69,Normal
4933,2026-06-17,East,DS9,Reservoir,44457.91,39295.52,5162.39,71.5,P508,2,Poor,8.14,6.28,4427,58330.36,Maintenance
4934,2026-03-11,Central,DS17,Groundwater,133364.98,100403.85,32961.13,35.1,P516,5,Moderate,7.71,9.69,4326,5153.56,Leakage
4935,2026-01-11,South,DS17,TreatmentPlant,22033.72,21189.47,844.25,77.7,P751,5,Good,6.5,4.7,4957,49130.84,Normal
4936,2026-02-21,Central,DS20,TreatmentPlant,60973.5,41625.28,19348.22,53.0,P146,4,Poor,7.06,4.39,1823,90048.8,Maintenance
4937,2026-02-10,Central,DS10,Groundwater,160412.45,132256.39,28156.06,57.3,P900,0,Excellent,6.82,2.59,2104,83555.54,Normal
4938,2026-06-23,Central,DS21,River,148019.11,142421.1,5598.01,47.4,P777,4,Excellent,6.88,8.62,3621,86588.31,Maintenance
4939,2026-03-12,South,DS8,River,10087.98,8098.51,1989.47,64.3,P909,0,Poor,7.57,7.78,750,57406.79,Normal
4940,2026-01-28,Central,DS28,Reservoir,151359.79,126572.38,24787.41,79.4,P260,1,Good,6.92,9.51,661,89418.39,Leakage
4941,2026-03-06,West,DS8,Groundwater,137296.42,108923.52,28372.9,51.9,P152,0,Good,6.5,2.49,3733,84476.98,Leakage
4942,2026-06-28,North,DS4,Groundwater,106141.03,98859.08,7281.95,68.1,P191,0,Moderate,6.98,8.84,748,6739.81,Normal
4943,2026-02-17,East,DS30,Groundwater,156027.64,106154.4,49873.24,32.4,P748,3,Moderate,7.19,1.63,2673,46941.41,Normal
4944,2026-04-13,Central,DS17,River,189732.96,163306.33,26426.63,29.3,P648,2,Poor,7.08,2.8,1129,70050.59,Maintenance
4945,2026-06-02,Central,DS24,River,166773.72,117283.27,49490.45,68.6,P937,4,Moderate,6.56,0.95,922,31865.81,Normal
4946,2026-04-26,West,DS28,Reservoir,60011.32,51563.86,8447.46,30.6,P540,4,Poor,7.84,0.39,2859,81829.03,Normal
4947,2026-05-16,Central,DS17,Reservoir,133346.09,121146.8,12199.29,70.0,P650,5,Moderate,7.43,0.94,974,97020.25,Normal
4948,2026-04-12,East,DS4,Reservoir,140674.65,96194.71,44479.94,64.5,P378,4,Good,7.91,9.17,2115,95179.17,Normal
4949,2026-06-23,Central,DS23,River,146285.98,97716.41,48569.57,76.2,P295,3,Good,7.13,5.65,2848,6239.77,Leakage
4950,2026-02-09,West,DS2,TreatmentPlant,111036.95,107239.77,3797.18,27.2,P982,5,Good,8.23,2.75,2471,50230.86,Normal
4951,2026-05-17,East,DS2,Groundwater,132643.64,120409.3,12234.34,44.4,P782,2,Poor,6.51,8.97,4629,35143.53,Normal
4952,2026-04-27,West,DS9,Reservoir,42053.27,27732.22,14321.05,60.5,P950,4,Moderate,7.2,3.58,4409,90777.46,Normal
4953,2026-05-08,East,DS7,TreatmentPlant,199680.25,193180.87,6499.38,41.9,P262,1,Moderate,6.71,1.65,3636,99467.76,Critical
4954,2026-03-07,Central,DS20,Groundwater,155727.88,104865.19,50862.69,22.5,P468,2,Poor,7.32,9.09,629,69695.09,Leakage
4955,2026-02-24,South,DS25,Reservoir,43396.21,35613.45,7782.76,50.9,P145,0,Poor,8.16,7.85,3192,27267.49,Normal
4956,2026-05-08,South,DS29,TreatmentPlant,112558.22,107271.76,5286.46,67.4,P428,5,Good,8.39,4.76,1631,81297.99,Normal
4957,2026-02-12,West,DS2,TreatmentPlant,180569.89,143249.71,37320.18,56.8,P386,0,Excellent,7.23,1.35,2841,76080.91,Normal
4958,2026-02-26,East,DS1,TreatmentPlant,82212.67,54386.14,27826.53,31.0,P884,1,Excellent,6.85,1.52,1504,83508.83,Critical
4959,2026-03-10,North,DS21,River,10393.24,8579.78,1813.46,45.4,P519,2,Poor,8.11,1.74,3106,34872.75,Critical
4960,2026-01-17,South,DS11,Groundwater,146741.56,122255.07,24486.49,68.2,P737,0,Poor,7.21,7.11,1842,60611.29,Normal
4961,2026-01-21,East,DS29,TreatmentPlant,17991.51,15857.42,2134.09,75.1,P828,0,Good,7.08,9.29,2154,9790.64,Normal
4962,2026-03-29,Central,DS8,TreatmentPlant,91974.56,66356.82,25617.74,53.2,P491,4,Moderate,7.86,0.69,1791,93453.09,Normal
4963,2026-05-23,North,DS21,TreatmentPlant,56853.45,38135.69,18717.76,38.0,P626,0,Excellent,8.41,3.9,2991,48415.27,Critical
4964,2026-06-09,North,DS11,TreatmentPlant,64672.57,60635.93,4036.64,23.5,P842,5,Moderate,8.13,7.38,2165,23417.85,Normal
4965,2026-02-27,East,DS26,Groundwater,80563.46,63381.35,17182.11,55.7,P505,3,Poor,6.53,1.73,4247,46843.53,Normal
4966,2026-03-19,North,DS10,River,154056.83,120779.04,33277.79,48.3,P646,0,Excellent,8.06,1.49,1892,92707.72,Normal
4967,2026-05-13,South,DS14,Groundwater,167771.4,158856.46,8914.94,34.4,P957,4,Moderate,7.35,2.44,1397,69841.84,Normal
4968,2026-05-24,South,DS28,River,139310.35,92634.9,46675.45,66.4,P565,4,Excellent,7.09,6.51,4695,41590.25,Normal
4969,2026-06-15,South,DS4,Reservoir,55392.41,51594.92,3797.49,34.2,P919,0,Moderate,7.0,4.25,3246,50042.19,Normal
4970,2026-01-20,West,DS24,Reservoir,45806.85,30724.5,15082.35,32.9,P688,5,Poor,7.52,2.34,869,23435.41,Normal
4971,2026-06-13,North,DS18,Groundwater,22357.34,17984.48,4372.86,22.9,P170,4,Poor,7.08,2.23,3034,43188.44,Critical
4972,2026-03-28,Central,DS20,River,170639.28,132037.01,38602.27,51.7,P761,2,Moderate,7.29,9.58,2279,31412.33,Normal
4973,2026-05-13,Central,DS6,TreatmentPlant,138585.34,109913.97,28671.37,75.7,P177,4,Moderate,6.85,4.17,4099,31887.9,Normal
4974,2026-02-05,Central,DS11,TreatmentPlant,160719.42,107522.79,53196.63,25.9,P520,3,Moderate,7.86,5.61,2351,50904.68,Normal
4975,2026-05-16,South,DS5,River,27848.36,26999.76,848.6,52.6,P657,5,Excellent,8.18,8.75,2067,28781.74,Normal
4976,2026-06-28,South,DS16,TreatmentPlant,115681.06,89447.99,26233.07,44.6,P473,4,Poor,7.25,8.45,3894,87993.25,Leakage
4977,2026-04-23,East,DS11,TreatmentPlant,133688.8,116551.41,17137.39,47.3,P788,0,Excellent,8.12,1.94,3829,29926.09,Normal
4978,2026-05-25,East,DS14,Reservoir,75349.08,73266.15,2082.93,37.4,P941,4,Moderate,7.62,0.17,4801,51658.47,Normal
4979,2026-06-06,South,DS28,Groundwater,12770.53,9438.28,3332.25,45.9,P608,1,Good,6.85,6.99,4224,3138.61,Leakage
4980,2026-04-27,North,DS29,TreatmentPlant,126109.46,97631.29,28478.17,70.5,P131,0,Moderate,7.58,9.54,3952,59539.37,Critical
4981,2026-03-31,South,DS23,Groundwater,93791.67,62639.14,31152.53,75.8,P780,4,Excellent,7.44,7.67,3132,78483.45,Normal
4982,2026-06-21,South,DS4,Groundwater,194984.88,178428.95,16555.93,44.6,P455,4,Excellent,8.21,1.43,3010,48375.15,Normal
4983,2026-05-26,South,DS14,TreatmentPlant,32182.55,29377.93,2804.62,39.8,P504,5,Good,8.29,2.96,1206,93626.46,Normal
4984,2026-05-17,West,DS14,Reservoir,77224.1,50237.47,26986.63,39.7,P438,3,Poor,8.02,9.06,3576,45136.07,Normal
4985,2026-03-31,East,DS16,Groundwater,178961.81,137246.35,41715.46,59.2,P289,5,Poor,7.43,4.61,4449,38189.13,Normal
4986,2026-06-08,East,DS10,TreatmentPlant,167513.06,135758.19,31754.87,65.6,P793,0,Poor,7.58,9.44,4805,34576.2,Normal
4987,2026-06-17,North,DS6,Reservoir,169789.21,165685.55,4103.66,29.2,P535,2,Poor,8.31,5.64,4830,40143.41,Critical
4988,2026-02-28,North,DS30,TreatmentPlant,170063.6,140420.04,29643.56,68.4,P211,0,Poor,6.97,4.79,3797,30611.54,Normal
4989,2026-05-17,South,DS10,Reservoir,182681.11,154401.28,28279.83,40.4,P329,1,Moderate,7.93,4.0,614,48657.43,Normal
4990,2026-02-08,Central,DS22,TreatmentPlant,17251.46,15761.84,1489.62,25.6,P753,3,Poor,6.74,8.27,2351,56752.03,Normal
4991,2026-04-14,North,DS2,TreatmentPlant,107467.12,74533.51,32933.61,28.1,P944,0,Good,8.36,7.35,3881,95704.16,Normal
4992,2026-02-24,South,DS2,TreatmentPlant,147810.46,123563.48,24246.98,48.0,P976,3,Moderate,7.44,7.08,2478,73965.81,Normal
4993,2026-01-02,South,DS16,River,124285.79,87727.62,36558.17,40.3,P579,5,Poor,7.84,4.62,698,98761.26,Normal
4994,2026-04-24,North,DS13,River,144389.59,123989.42,20400.17,58.7,P626,4,Good,8.44,2.15,1503,17427.0,Normal
4995,2026-04-07,East,DS28,River,142281.73,135239.52,7042.21,30.5,P234,3,Poor,6.96,3.96,2724,11517.57,Normal
4996,2026-05-15,Central,DS6,TreatmentPlant,28622.72,25092.19,3530.53,53.5,P758,1,Good,6.95,2.76,1372,62975.17,Normal
4997,2026-01-02,West,DS27,River,115614.39,89185.73,26428.66,77.8,P107,4,Good,7.26,6.89,3486,95763.06,Normal
4998,2026-01-18,Central,DS26,TreatmentPlant,155741.87,101987.72,53754.15,27.5,P876,1,Excellent,7.58,1.33,4811,70309.34,Normal
4999,2026-06-23,North,DS5,TreatmentPlant,77995.63,58961.58,19034.05,37.1,P184,1,Poor,8.21,4.05,4015,35889.34,Normal
5000,2026-03-31,North,DS10,Groundwater,34786.16,28777.56,6008.6,44.4,P980,3,Good,7.84,4.48,944,81670.33,Normal
5001,2026-04-16,West,DS15,TreatmentPlant,197318.46,149926.43,47392.03,57.0,P626,5,Good,8.2,7.41,799,24197.55,Normal
5002,2026-01-13,North,DS24,Groundwater,39639.83,31597.72,8042.11,47.4,P393,0,Poor,6.77,1.78,2534,71352.69,Normal
5003,2026-06-17,East,DS24,Reservoir,96381.88,70706.22,25675.66,77.3,P552,0,Moderate,7.81,2.42,1510,24541.96,Leakage
5004,2026-02-10,East,DS1,Reservoir,115896.2,109563.07,6333.13,69.5,P385,2,Excellent,6.56,2.59,2160,57123.68,Maintenance
5005,2026-06-08,Central,DS21,TreatmentPlant,116990.62,111420.02,5570.6,58.0,P587,0,Moderate,6.91,2.64,1511,87912.6,Normal
5006,2026-01-09,North,DS25,River,158871.97,147195.94,11676.03,74.7,P597,2,Poor,8.11,1.06,3105,35278.31,Leakage
5007,2026-02-08,East,DS15,Reservoir,29350.21,21647.39,7702.82,62.5,P147,5,Good,7.28,0.9,1361,14282.96,Leakage
5008,2026-06-20,East,DS26,River,192930.73,159208.68,33722.05,39.1,P880,5,Excellent,6.84,3.69,852,19916.14,Normal
5009,2026-05-16,Central,DS2,River,84171.56,74959.47,9212.09,27.2,P487,1,Excellent,6.97,6.07,1298,48798.01,Normal
5010,2026-01-14,South,DS10,Reservoir,75956.13,73526.78,2429.35,32.2,P176,5,Poor,7.28,5.62,4414,65289.74,Normal
5011,2026-05-25,Central,DS27,Reservoir,78823.84,66923.1,11900.74,58.6,P915,5,Good,6.9,4.0,1354,18821.95,Normal
5012,2026-04-19,West,DS22,River,133498.01,130740.05,2757.96,23.2,P728,2,Poor,6.64,8.86,1852,37992.82,Normal
5013,2026-03-31,South,DS8,TreatmentPlant,59456.48,44328.79,15127.69,58.5,P216,5,Excellent,7.68,9.35,2684,76652.21,Normal
5014,2026-06-10,Central,DS4,TreatmentPlant,176436.8,143543.23,32893.57,50.4,P847,0,Good,7.06,8.63,1087,14388.73,Normal
5015,2026-03-04,North,DS3,River,14048.27,13365.49,682.78,29.8,P869,5,Good,6.57,5.56,4197,97667.79,Maintenance
5016,2026-03-24,West,DS23,TreatmentPlant,137890.71,104145.31,33745.4,58.1,P632,2,Excellent,8.45,1.14,1884,42131.5,Maintenance
5017,2026-06-23,North,DS20,TreatmentPlant,79094.34,67435.97,11658.37,24.9,P743,4,Good,8.27,7.97,4925,78718.8,Leakage
5018,2026-06-28,North,DS23,Reservoir,179063.89,171920.81,7143.08,48.8,P712,3,Good,8.41,6.4,3461,14364.33,Normal
5019,2026-06-13,West,DS15,River,51789.82,39523.73,12266.09,59.2,P844,1,Moderate,8.16,8.65,2041,14073.91,Normal
5020,2026-06-13,Central,DS4,Groundwater,74484.09,69264.47,5219.62,44.0,P939,4,Good,7.91,0.14,2912,63684.69,Maintenance
5021,2026-05-28,West,DS2,Reservoir,58965.2,44118.34,14846.86,49.2,P461,2,Poor,8.32,2.09,787,8910.59,Normal
5022,2026-06-09,South,DS27,Groundwater,35338.5,24801.87,10536.63,47.7,P260,3,Moderate,7.76,2.31,3284,63504.62,Normal
5023,2026-02-03,East,DS24,River,74277.57,50875.93,23401.64,49.4,P105,0,Moderate,7.39,4.4,3858,81639.67,Maintenance
5024,2026-04-21,West,DS13,Groundwater,127868.78,103151.66,24717.12,66.4,P660,2,Moderate,7.37,4.77,3591,14398.13,Normal
5025,2026-01-09,West,DS10,Groundwater,62111.51,44900.93,17210.58,58.5,P382,3,Moderate,8.09,4.36,766,4340.09,Normal
5026,2026-02-11,Central,DS3,Reservoir,134527.27,127872.82,6654.45,33.3,P539,0,Good,8.42,4.2,2346,22789.15,Normal
5027,2026-06-27,Central,DS21,Groundwater,102042.32,83186.61,18855.71,71.4,P971,0,Moderate,7.87,8.85,2072,14646.26,Leakage
5028,2026-01-18,North,DS17,Groundwater,80914.06,61511.68,19402.38,47.1,P188,3,Moderate,6.85,7.8,2082,70321.23,Normal
5029,2026-01-13,West,DS19,TreatmentPlant,162879.01,129166.1,33712.91,45.1,P598,1,Poor,8.46,3.11,3085,22869.59,Normal
5030,2026-01-25,South,DS9,TreatmentPlant,95904.44,64353.58,31550.86,45.3,P443,0,Poor,6.83,1.4,1792,8666.31,Normal
5031,2026-06-29,South,DS19,River,170060.78,140008.99,30051.79,69.8,P207,2,Moderate,7.36,0.83,966,74511.82,Normal
5032,2026-04-11,South,DS13,Reservoir,193345.56,142612.74,50732.82,27.0,P745,0,Moderate,7.85,7.01,4957,11920.46,Normal
5033,2026-01-20,East,DS7,River,57220.91,53703.82,3517.09,34.2,P827,0,Excellent,7.44,8.69,2530,24423.61,Normal
5034,2026-06-20,East,DS6,Reservoir,123193.73,120446.09,2747.64,21.8,P491,4,Excellent,6.9,6.46,4930,97064.45,Normal
5035,2026-02-17,West,DS12,Groundwater,109492.94,97769.13,11723.81,30.8,P809,1,Poor,8.01,9.76,2118,54783.5,Normal
5036,2026-03-10,East,DS11,River,134641.08,101481.21,33159.87,42.7,P930,0,Poor,6.7,4.5,1481,72486.69,Normal
5037,2026-06-06,West,DS5,Reservoir,174710.83,150637.36,24073.47,70.5,P234,4,Poor,7.9,6.93,2066,23546.68,Normal
5038,2026-04-03,South,DS7,TreatmentPlant,76458.54,51530.03,24928.51,30.1,P574,4,Good,8.25,7.4,4843,2768.69,Maintenance
5039,2026-01-12,Central,DS20,Reservoir,18213.76,15389.1,2824.66,78.4,P529,1,Poor,7.81,7.3,1799,5837.51,Normal
5040,2026-01-18,Central,DS12,Groundwater,161697.61,122214.37,39483.24,60.9,P442,1,Good,7.37,1.89,3965,83364.46,Normal
